,PERSON_ID,DISPLAY_FIRST_LAST,HEIGHT,WEIGHT,POSITION,TEAM_NAME,GROUP_VALUE,FGM,FGA,FG3M,FTM,FTA,REB,AST,TOV,STL,BLK,PTS
55,1629714,Jarrell Brantley,6-5,250,Forward,Jazz,2020-21,253.0,547.0,61.0,119.0,156.0,310.0,111.0,80.0,49.0,34.0,687.0
516,1628386,Jarrett Allen,6-11,243,Center,Nets,2017-18,234.0,397.0,5.0,114.0,147.0,388.0,49.0,82.0,28.0,88.0,587.0
517,1628386,Jarrett Allen,6-11,243,Center,Nets,2018-19,335.0,568.0,6.0,197.0,278.0,672.0,110.0,103.0,43.0,120.0,873.0
518,1628386,Jarrett Allen,6-11,243,Center,Nets,2019-20,302.0,465.0,0.0,171.0,270.0,671.0,110.0,77.0,40.0,92.0,775.0
6,1628386,Jarrett Allen,6-11,243,Center,Nets,2020-21,253.0,383.0,0.0,131.0,206.0,533.0,80.0,67.0,33.0,77.0,637.0
972,1629633,Jarrett Culver,6-6,195,Guard-Forward,Timberwolves,2019-20,230.0,569.0,66.0,54.0,117.0,212.0,110.0,81.0,57.0,38.0,580.0
109,1629633,Jarrett Culver,6-6,195,Guard-Forward,Timberwolves,2020-21,207.0,482.0,66.0,90.0,113.0,155.0,159.0,78.0,45.0,13.0,571.0
1315,1629750,Javonte Green,6-4,205,Guard-Forward,Celtics,2019-20,63.0,126.0,9.0,28.0,42.0,93.0,26.0,23.0,24.0,8.0,163.0
176,1629750,Javonte Green,6-4,205,Guard-Forward,Celtics,2020-21,255.0,586.0,82.0,116.0,144.0,186.0,199.0,95.0,54.0,16.0,707.0
1407,1629637,Jaxson Hayes,6-11,220,Center-Forward,Pelicans,2019-20,174.0,259.0,1.0,123.0,190.0,259.0,56.0,53.0,26.0,55.0,472.0
194,1629637,Jaxson Hayes,6-11,220,Center-Forward,Pelicans,2020-21,191.0,359.0,8.0,85.0,125.0,344.0,58.0,64.0,29.0,55.0,475.0
778,1627759,Jaylen Brown,6-6,223,Guard-Forward,Celtics,2016-17,192.0,422.0,46.0,85.0,124.0,220.0,64.0,68.0,35.0,18.0,515.0
779,1627759,Jaylen Brown,6-6,223,Guard-Forward,Celtics,2017-18,373.0,803.0,121.0,150.0,233.0,346.0,114.0,124.0,70.0,26.0,1017.0
780,1627759,Jaylen Brown,6-6,223,Guard-Forward,Celtics,2018-19,368.0,792.0,95.0,133.0,202.0,313.0,100.0,99.0,69.0,32.0,964.0
781,1627759,Jaylen Brown,6-6,223,Guard-Forward,Celtics,2019-20,427.0,887.0,129.0,176.0,243.0,364.0,118.0,125.0,65.0,20.0,1159.0
64,1627759,Jaylen Brown,6-6,223,Guard-Forward,Celtics,2020-21,396.0,833.0,98.0,147.0,206.0,321.0,101.0,99.0,65.0,28.0,1038.0
1463,1629658,Jaylen Hoard,6-8,216,Forward,Trail Blazers,2019-20,15.0,32.0,0.0,8.0,13.0,32.0,4.0,4.0,5.0,0.0,38.0
206,1629658,Jaylen Hoard,6-8,216,Forward,Trail Blazers,2020-21,196.0,428.0,50.0,88.0,115.0,245.0,81.0,62.0,39.0,27.0,529.0
2109,1629669,Jaylen Nowell,6-4,201,Guard,Timberwolves,2019-20,19.0,53.0,3.0,16.0,17.0,13.0,19.0,3.0,3.0,1.0,57.0
345,1629669,Jaylen Nowell,6-4,201,Guard,Timberwolves,2020-21,218.0,507.0,69.0,97.0,121.0,162.0,170.0,83.0,47.0,14.0,602.0
2460,1628369,Jayson Tatum,6-8,210,Forward-Guard,Celtics,2017-18,397.0,835.0,105.0,213.0,258.0,402.0,128.0,114.0,83.0,58.0,1112.0
2461,1628369,Jayson Tatum,6-8,210,Forward-Guard,Celtics,2018-19,466.0,1036.0,116.0,195.0,228.0,477.0,168.0,122.0,84.0,57.0,1243.0
2462,1628369,Jayson Tatum,6-8,210,Forward-Guard,Celtics,2019-20,552.0,1226.0,189.0,254.0,313.0,460.0,200.0,155.0,93.0,57.0,1547.0
433,1628369,Jayson Tatum,6-8,210,Forward-Guard,Celtics,2020-21,642.0,1480.0,210.0,240.0,289.0,544.0,250.0,168.0,95.0,56.0,1734.0
1316,201145,Jeff Green,6-8,235,Forward,Rockets,2010-11,368.0,820.0,64.0,198.0,244.0,360.0,108.0,99.0,53.0,37.0,998.0
1317,201145,Jeff Green,6-8,235,Forward,Rockets,2012-13,376.0,806.0,70.0,214.0,265.0,318.0,128.0,132.0,56.0,68.0,1036.0
1318,201145,Jeff Green,6-8,235,Forward,Rockets,2013-14,482.0,1171.0,135.0,283.0,356.0,380.0,138.0,165.0,57.0,47.0,1382.0
1319,201145,Jeff Green,6-8,235,Forward,Rockets,2014-15,416.0,967.0,97.0,239.0,287.0,328.0,134.0,108.0,53.0,34.0,1168.0
1320,201145,Jeff Green,6-8,235,Forward,Rockets,2015-16,354.0,824.0,67.0,164.0,220.0,332.0,138.0,93.0,58.0,40.0,939.0
1321,201145,Jeff Green,6-8,235,Forward,Rockets,2016-17,220.0,558.0,53.0,145.0,168.0,214.0,81.0,75.0,37.0,13.0,638.0
1322,201145,Jeff Green,6-8,235,Forward,Rockets,2017-18,295.0,618.0,53.0,203.0,234.0,246.0,99.0,75.0,41.0,34.0,846.0
1323,201145,Jeff Green,6-8,235,Forward,Rockets,2018-19,326.0,687.0,111.0,183.0,206.0,309.0,137.0,101.0,43.0,39.0,946.0
1324,201145,Jeff Green,6-8,235,Forward,Rockets,2019-20,159.0,344.0,62.0,73.0,91.0,133.0,50.0,42.0,26.0,19.0,453.0
177,201145,Jeff Green,6-8,235,Forward,Rockets,2020-21,280.0,610.0,68.0,155.0,185.0,277.0,82.0,82.0,40.0,30.0,783.0
2463,201952,Jeff Teague,6-3,195,Guard,Hawks,2010-11,133.0,304.0,18.0,77.0,97.0,102.0,138.0,64.0,45.0,25.0,361.0
2464,201952,Jeff Teague,6-3,195,Guard,Hawks,2011-12,320.0,672.0,51.0,140.0,185.0,159.0,321.0,134.0,106.0,37.0,831.0
2465,201952,Jeff Teague,6-3,195,Guard,Hawks,2012-13,439.0,974.0,89.0,199.0,226.0,180.0,579.0,230.0,117.0,28.0,1166.0
2466,201952,Jeff Teague,6-3,195,Guard,Hawks,2013-14,456.0,1040.0,74.0,318.0,376.0,208.0,528.0,232.0,89.0,17.0,1304.0
2467,201952,Jeff Teague,6-3,195,Guard,Hawks,2014-15,408.0,887.0,71.0,275.0,319.0,184.0,513.0,205.0,125.0,31.0,1162.0
2468,201952,Jeff Teague,6-3,195,Guard,Hawks,2015-16,434.0,988.0,110.0,261.0,312.0,214.0,470.0,218.0,97.0,24.0,1239.0
2469,201952,Jeff Teague,6-3,195,Guard,Hawks,2016-17,402.0,909.0,90.0,360.0,415.0,330.0,639.0,216.0,100.0,32.0,1254.0
2470,201952,Jeff Teague,6-3,195,Guard,Hawks,2017-18,354.0,794.0,84.0,202.0,239.0,209.0,492.0,177.0,102.0,23.0,994.0
2471,201952,Jeff Teague,6-3,195,Guard,Hawks,2018-19,176.0,416.0,35.0,123.0,153.0,106.0,343.0,97.0,43.0,18.0,510.0
2472,201952,Jeff Teague,6-3,195,Guard,Hawks,2019-20,213.0,489.0,43.0,172.0,197.0,142.0,308.0,116.0,44.0,19.0,641.0
434,201952,Jeff Teague,6-3,195,Guard,Hawks,2020-21,267.0,599.0,52.0,171.0,205.0,149.0,346.0,134.0,71.0,24.0,758.0
1283,203924,Jerami Grant,6-8,210,Forward,Nuggets,2014-15,124.0,352.0,49.0,114.0,193.0,198.0,79.0,85.0,40.0,68.0,411.0
1284,203924,Jerami Grant,6-8,210,Forward,Nuggets,2015-16,251.0,599.0,35.0,212.0,322.0,361.0,135.0,110.0,54.0,127.0,749.0
1285,203924,Jerami Grant,6-8,210,Forward,Nuggets,2016-17,152.0,328.0,43.0,90.0,147.0,205.0,46.0,44.0,33.0,79.0,437.0
1286,203924,Jerami Grant,6-8,210,Forward,Nuggets,2017-18,244.0,456.0,32.0,162.0,240.0,319.0,57.0,54.0,31.0,77.0,682.0
1287,203924,Jerami Grant,6-8,210,Forward,Nuggets,2018-19,409.0,823.0,115.0,157.0,221.0,417.0,79.0,67.0,61.0,100.0,1090.0
1288,203924,Jerami Grant,6-8,210,Forward,Nuggets,2019-20,303.0,634.0,98.0,147.0,196.0,248.0,88.0,63.0,50.0,57.0,851.0
171,203924,Jerami Grant,6-8,210,Forward,Nuggets,2020-21,209.0,491.0,75.0,131.0,198.0,226.0,83.0,78.0,45.0,59.0,624.0
1900,1629725,Jeremiah Martin,6-2,185,Guard,Nets,2019-20,24.0,53.0,5.0,11.0,14.0,10.0,18.0,4.0,7.0,2.0,64.0
296,1629725,Jeremiah Martin,6-2,185,Guard,Nets,2020-21,235.0,543.0,75.0,106.0,132.0,174.0,186.0,89.0,51.0,15.0,651.0
1753,203087,Jeremy Lamb,6-5,180,Guard-Forward,Pacers,2012-13,24.0,68.0,9.0,14.0,14.0,18.0,5.0,6.0,2.0,2.0,71.0
1754,203087,Jeremy Lamb,6-5,180,Guard-Forward,Pacers,2013-14,263.0,609.0,88.0,51.0,64.0,189.0,115.0,61.0,56.0,26.0,665.0
1755,203087,Jeremy Lamb,6-5,180,Guard-Forward,Pacers,2014-15,104.0,250.0,38.0,49.0,55.0,107.0,44.0,27.0,21.0,6.0,295.0
1756,203087,Jeremy Lamb,6-5,180,Guard-Forward,Pacers,2015-16,230.0,510.0,56.0,64.0,88.0,252.0,77.0,50.0,42.0,30.0,580.0
1757,203087,Jeremy Lamb,6-5,180,Guard-Forward,Pacers,2016-17,226.0,491.0,41.0,110.0,129.0,264.0,75.0,40.0,27.0,23.0,603.0
1758,203087,Jeremy Lamb,6-5,180,Guard-Forward,Pacers,2017-18,380.0,832.0,94.0,179.0,208.0,324.0,186.0,93.0,61.0,32.0,1033.0
1759,203087,Jeremy Lamb,6-5,180,Guard-Forward,Pacers,2018-19,431.0,979.0,115.0,231.0,260.0,434.0,172.0,80.0,88.0,32.0,1208.0
1760,203087,Jeremy Lamb,6-5,180,Guard-Forward,Pacers,2019-20,216.0,479.0,53.0,92.0,110.0,200.0,96.0,50.0,55.0,22.0,577.0
268,203087,Jeremy Lamb,6-5,180,Guard-Forward,Pacers,2020-21,214.0,478.0,51.0,110.0,126.0,222.0,86.0,45.0,38.0,18.0,589.0
2303,1629010,Jerome Robinson,6-4,190,Guard,Wizards,2018-19,44.0,110.0,18.0,6.0,9.0,41.0,19.0,13.0,11.0,3.0,112.0
2304,1629010,Jerome Robinson,6-4,190,Guard,Wizards,2019-20,115.0,310.0,49.0,40.0,57.0,129.0,87.0,49.0,28.0,17.0,319.0
395,1629010,Jerome Robinson,6-4,190,Guard,Wizards,2020-21,68.0,177.0,28.0,17.0,25.0,70.0,42.0,25.0,17.0,8.0,181.0
859,1628975,Jevon Carter,6-1,200,Guard,Suns,2018-19,56.0,185.0,34.0,26.0,32.0,66.0,69.0,33.0,26.0,11.0,172.0
860,1628975,Jevon Carter,6-1,200,Guard,Suns,2019-20,101.0,243.0,62.0,23.0,27.0,118.0,84.0,32.0,47.0,17.0,287.0
82,1628975,Jevon Carter,6-1,200,Guard,Suns,2020-21,108.0,252.0,66.0,23.0,26.0,126.0,86.0,32.0,50.0,18.0,305.0
819,202710,Jimmy Butler,6-7,230,Forward,Heat,2011-12,32.0,79.0,2.0,43.0,56.0,56.0,14.0,14.0,11.0,5.0,109.0
820,202710,Jimmy Butler,6-7,230,Forward,Heat,2012-13,239.0,512.0,40.0,187.0,233.0,328.0,115.0,62.0,78.0,31.0,705.0
821,202710,Jimmy Butler,6-7,230,Forward,Heat,2013-14,275.0,693.0,68.0,260.0,338.0,330.0,175.0,102.0,127.0,36.0,878.0
822,202710,Jimmy Butler,6-7,230,Forward,Heat,2014-15,421.0,912.0,73.0,386.0,463.0,379.0,212.0,93.0,114.0,36.0,1301.0
823,202710,Jimmy Butler,6-7,230,Forward,Heat,2015-16,470.0,1035.0,64.0,395.0,475.0,358.0,321.0,132.0,110.0,43.0,1399.0
824,202710,Jimmy Butler,6-7,230,Forward,Heat,2016-17,570.0,1252.0,91.0,585.0,676.0,470.0,417.0,159.0,143.0,32.0,1816.0
825,202710,Jimmy Butler,6-7,230,Forward,Heat,2017-18,437.0,921.0,70.0,363.0,425.0,314.0,288.0,108.0,116.0,24.0,1307.0
826,202710,Jimmy Butler,6-7,230,Forward,Heat,2018-19,418.0,904.0,67.0,312.0,365.0,342.0,263.0,95.0,123.0,39.0,1215.0
827,202710,Jimmy Butler,6-7,230,Forward,Heat,2019-20,345.0,758.0,29.0,438.0,525.0,386.0,350.0,127.0,103.0,32.0,1157.0
75,202710,Jimmy Butler,6-7,230,Forward,Heat,2020-21,368.0,794.0,55.0,295.0,345.0,299.0,231.0,89.0,94.0,31.0,1086.0
1376,203925,Joe Harris,6-6,220,Guard-Forward,Nets,2014-15,48.0,120.0,31.0,9.0,15.0,41.0,26.0,27.0,7.0,2.0,136.0
1377,203925,Joe Harris,6-6,220,Guard-Forward,Nets,2015-16,1.0,4.0,1.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,3.0
1378,203925,Joe Harris,6-6,220,Guard-Forward,Nets,2016-17,154.0,362.0,85.0,35.0,49.0,147.0,54.0,55.0,30.0,8.0,428.0
1379,203925,Joe Harris,6-6,220,Guard-Forward,Nets,2017-18,305.0,621.0,150.0,86.0,104.0,260.0,128.0,91.0,35.0,20.0,846.0
1380,203925,Joe Harris,6-6,220,Guard-Forward,Nets,2018-19,374.0,748.0,183.0,110.0,133.0,291.0,181.0,121.0,38.0,17.0,1041.0
1381,203925,Joe Harris,6-6,220,Guard-Forward,Nets,2019-20,381.0,784.0,172.0,64.0,89.0,298.0,144.0,104.0,41.0,17.0,998.0
189,203925,Joe Harris,6-6,220,Guard-Forward,Nets,2020-21,247.0,501.0,119.0,64.0,79.0,204.0,104.0,73.0,27.0,15.0,676.0
1560,204060,Joe Ingles,6-7,220,Forward-Guard,Jazz,2014-15,147.0,354.0,72.0,30.0,40.0,175.0,182.0,98.0,72.0,10.0,396.0
1561,204060,Joe Ingles,6-7,220,Forward-Guard,Jazz,2015-16,124.0,291.0,81.0,13.0,18.0,151.0,96.0,65.0,55.0,4.0,342.0
1562,204060,Joe Ingles,6-7,220,Forward-Guard,Jazz,2016-17,204.0,451.0,123.0,50.0,68.0,261.0,225.0,107.0,96.0,8.0,581.0
1563,204060,Joe Ingles,6-7,220,Forward-Guard,Jazz,2017-18,335.0,718.0,204.0,66.0,83.0,344.0,392.0,159.0,90.0,20.0,940.0
1564,204060,Joe Ingles,6-7,220,Forward-Guard,Jazz,2018-19,359.0,802.0,189.0,87.0,123.0,330.0,469.0,193.0,98.0,20.0,994.0
1565,204060,Joe Ingles,6-7,220,Forward-Guard,Jazz,2019-20,246.0,553.0,141.0,74.0,94.0,278.0,373.0,142.0,65.0,11.0,707.0
224,204060,Joe Ingles,6-7,220,Forward-Guard,Jazz,2020-21,189.0,441.0,104.0,60.0,74.0,223.0,308.0,121.0,53.0,9.0,541.0
1122,203954,Joel Embiid,7-0,280,Center-Forward,76ers,2016-17,200.0,429.0,36.0,191.0,244.0,243.0,66.0,117.0,27.0,76.0,627.0
1123,203954,Joel Embiid,7-0,280,Center-Forward,76ers,2017-18,510.0,1056.0,66.0,359.0,467.0,690.0,199.0,234.0,40.0,111.0,1445.0
1124,203954,Joel Embiid,7-0,280,Center-Forward,76ers,2018-19,580.0,1199.0,79.0,522.0,649.0,871.0,234.0,226.0,46.0,122.0,1761.0
1125,203954,Joel Embiid,7-0,280,Center-Forward,76ers,2019-20,382.0,801.0,57.0,351.0,435.0,593.0,152.0,159.0,45.0,65.0,1172.0
136,203954,Joel Embiid,7-0,280,Center-Forward,76ers,2020-21,473.0,981.0,63.0,345.0,447.0,628.0,182.0,221.0,36.0,115.0,1355.0
928,1628381,John Collins,6-9,235,Forward,Hawks,2017-18,314.0,545.0,16.0,133.0,186.0,541.0,98.0,105.0,47.0,80.0,777.0
929,1628381,John Collins,6-9,235,Forward,Hawks,2018-19,465.0,831.0,55.0,203.0,266.0,595.0,121.0,120.0,22.0,39.0,1188.0
930,1628381,John Collins,6-9,235,Forward,Hawks,2019-20,353.0,605.0,59.0,120.0,150.0,416.0,60.0,75.0,31.0,66.0,885.0
100,1628381,John Collins,6-9,235,Forward,Hawks,2020-21,434.0,767.0,59.0,177.0,229.0,533.0,100.0,105.0,24.0,46.0,1104.0
1418,203089,John Henson,6-9,219,Forward-Center,Pistons,2012-13,162.0,336.0,0.0,56.0,105.0,297.0,31.0,47.0,19.0,42.0,380.0
1419,203089,John Henson,6-9,219,Forward-Center,Pistons,2013-14,344.0,639.0,0.0,91.0,177.0,497.0,113.0,114.0,41.0,116.0,779.0
1420,203089,John Henson,6-9,219,Forward-Center,Pistons,2014-15,196.0,346.0,0.0,78.0,137.0,312.0,59.0,87.0,28.0,135.0,470.0
1421,203089,John Henson,6-9,219,Forward-Center,Pistons,2015-16,164.0,291.0,0.0,69.0,117.0,221.0,54.0,64.0,18.0,109.0,397.0
1422,203089,John Henson,6-9,219,Forward-Center,Pistons,2016-17,159.0,309.0,0.0,74.0,107.0,295.0,57.0,52.0,29.0,78.0,392.0
1423,203089,John Henson,6-9,219,Forward-Center,Pistons,2017-18,287.0,502.0,1.0,90.0,158.0,513.0,114.0,84.0,45.0,109.0,665.0
1424,203089,John Henson,6-9,219,Forward-Center,Pistons,2018-19,31.0,67.0,11.0,6.0,10.0,71.0,14.0,12.0,7.0,11.0,79.0
1425,203089,John Henson,6-9,219,Forward-Center,Pistons,2019-20,95.0,171.0,8.0,23.0,46.0,162.0,54.0,36.0,24.0,42.0,221.0
196,203089,John Henson,6-9,219,Forward-Center,Pistons,2020-21,182.0,332.0,2.0,64.0,110.0,313.0,65.0,62.0,28.0,84.0,431.0
1721,1629723,John Konchar,6-5,210,Guard,Grizzlies,2019-20,24.0,37.0,5.0,1.0,2.0,47.0,22.0,7.0,7.0,3.0,54.0
260,1629723,John Konchar,6-5,210,Guard,Grizzlies,2020-21,243.0,561.0,78.0,110.0,136.0,179.0,189.0,91.0,52.0,15.0,674.0
2602,202322,John Wall,6-4,210,Guard,Wizards,2010-11,398.0,972.0,34.0,301.0,393.0,317.0,574.0,261.0,121.0,35.0,1131.0
2603,202322,John Wall,6-4,210,Guard,Wizards,2011-12,378.0,894.0,3.0,317.0,402.0,300.0,530.0,255.0,95.0,57.0,1076.0
2604,202322,John Wall,6-4,210,Guard,Wizards,2012-13,324.0,735.0,12.0,246.0,306.0,196.0,373.0,157.0,65.0,37.0,906.0
2605,202322,John Wall,6-4,210,Guard,Wizards,2013-14,579.0,1337.0,108.0,317.0,394.0,333.0,721.0,295.0,149.0,40.0,1583.0
2606,202322,John Wall,6-4,210,Guard,Wizards,2014-15,519.0,1166.0,65.0,284.0,362.0,366.0,792.0,304.0,138.0,45.0,1387.0
2607,202322,John Wall,6-4,210,Guard,Wizards,2015-16,572.0,1349.0,115.0,272.0,344.0,379.0,789.0,318.0,145.0,59.0,1531.0
2608,202322,John Wall,6-4,210,Guard,Wizards,2016-17,647.0,1435.0,89.0,422.0,527.0,326.0,831.0,322.0,157.0,49.0,1805.0
2609,202322,John Wall,6-4,210,Guard,Wizards,2017-18,280.0,667.0,62.0,175.0,241.0,150.0,393.0,158.0,57.0,45.0,797.0
2610,202322,John Wall,6-4,210,Guard,Wizards,2018-19,245.0,552.0,51.0,122.0,175.0,116.0,279.0,121.0,49.0,29.0,663.0
461,202322,John Wall,6-4,210,Guard,Wizards,2020-21,379.0,872.0,51.0,241.0,309.0,228.0,490.0,204.0,88.0,41.0,1050.0
2054,1628405,Johnathan Motley,6-8,230,Forward,Clippers,2017-18,40.0,75.0,1.0,15.0,28.0,49.0,7.0,9.0,3.0,2.0,96.0
2055,1628405,Johnathan Motley,6-8,230,Forward,Clippers,2018-19,39.0,73.0,0.0,24.0,40.0,51.0,11.0,16.0,5.0,3.0,102.0
2056,1628405,Johnathan Motley,6-8,230,Forward,Clippers,2019-20,11.0,15.0,1.0,5.0,7.0,10.0,8.0,5.0,3.0,0.0,28.0
332,1628405,Johnathan Motley,6-8,230,Forward,Clippers,2020-21,139.0,280.0,2.0,74.0,134.0,191.0,14.0,42.0,8.0,12.0,351.0
2654,1629140,Johnathan Williams,6-9,228,Forward,Wizards,2018-19,65.0,110.0,0.0,27.0,48.0,99.0,13.0,16.0,8.0,7.0,157.0
2655,1629140,Johnathan Williams,6-9,228,Forward,Wizards,2019-20,19.0,34.0,0.0,7.0,13.0,64.0,8.0,5.0,1.0,8.0,45.0
475,1629140,Johnathan Williams,6-9,228,Forward,Wizards,2020-21,156.0,261.0,0.0,67.0,118.0,169.0,23.0,38.0,22.0,5.0,380.0
2547,202685,Jonas Valanciunas,6-11,265,Center,Grizzlies,2012-13,204.0,366.0,0.0,146.0,185.0,372.0,45.0,94.0,17.0,78.0,554.0
2548,202685,Jonas Valanciunas,6-11,265,Center,Grizzlies,2013-14,359.0,676.0,0.0,198.0,260.0,714.0,57.0,136.0,24.0,71.0,916.0
2549,202685,Jonas Valanciunas,6-11,265,Center,Grizzlies,2014-15,373.0,652.0,0.0,217.0,276.0,693.0,39.0,109.0,33.0,95.0,963.0
2550,202685,Jonas Valanciunas,6-11,265,Center,Grizzlies,2015-16,303.0,536.0,0.0,162.0,213.0,547.0,42.0,85.0,25.0,80.0,768.0
2551,202685,Jonas Valanciunas,6-11,265,Center,Grizzlies,2016-17,391.0,702.0,1.0,176.0,217.0,759.0,57.0,106.0,37.0,63.0,959.0
2552,202685,Jonas Valanciunas,6-11,265,Center,Grizzlies,2017-18,390.0,687.0,30.0,170.0,211.0,660.0,81.0,115.0,29.0,69.0,980.0
2553,202685,Jonas Valanciunas,6-11,265,Center,Grizzlies,2018-19,301.0,538.0,14.0,147.0,185.0,419.0,70.0,90.0,19.0,53.0,763.0
2554,202685,Jonas Valanciunas,6-11,265,Center,Grizzlies,2019-20,432.0,739.0,32.0,148.0,200.0,788.0,131.0,127.0,30.0,76.0,1044.0
449,202685,Jonas Valanciunas,6-11,265,Center,Grizzlies,2020-21,318.0,564.0,11.0,159.0,204.0,547.0,70.0,104.0,23.0,70.0,805.0
1579,1628371,Jonathan Isaac,6-11,230,Forward,Magic,2017-18,55.0,145.0,16.0,19.0,25.0,99.0,18.0,27.0,33.0,30.0,145.0
1580,1628371,Jonathan Isaac,6-11,230,Forward,Magic,2018-19,262.0,611.0,86.0,110.0,135.0,411.0,80.0,75.0,59.0,98.0,720.0
1581,1628371,Jonathan Isaac,6-11,230,Forward,Magic,2019-20,156.0,332.0,32.0,60.0,77.0,231.0,48.0,49.0,53.0,78.0,404.0
227,1628371,Jonathan Isaac,6-11,230,Forward,Magic,2020-21,212.0,473.0,58.0,86.0,107.0,323.0,65.0,63.0,57.0,91.0,568.0
677,1628395,Jordan Bell,6-8,216,Forward,Cavaliers,2017-18,116.0,185.0,0.0,30.0,44.0,207.0,102.0,51.0,35.0,56.0,262.0
678,1628395,Jordan Bell,6-8,216,Forward,Cavaliers,2018-19,99.0,192.0,0.0,25.0,41.0,184.0,76.0,42.0,20.0,51.0,223.0
679,1628395,Jordan Bell,6-8,216,Forward,Cavaliers,2019-20,35.0,67.0,4.0,19.0,31.0,81.0,16.0,21.0,3.0,10.0,93.0
35,1628395,Jordan Bell,6-8,216,Forward,Cavaliers,2020-21,105.0,180.0,0.0,27.0,42.0,191.0,87.0,46.0,28.0,51.0,237.0
734,1629648,Jordan Bone,6-3,180,Guard,Pistons,2019-20,5.0,20.0,2.0,0.0,0.0,4.0,8.0,2.0,1.0,0.0,12.0
47,1629648,Jordan Bone,6-3,180,Guard,Pistons,2020-21,214.0,497.0,68.0,95.0,119.0,160.0,168.0,82.0,46.0,14.0,591.0
917,203903,Jordan Clarkson,6-4,194,Guard,Jazz,2014-15,267.0,596.0,38.0,131.0,158.0,191.0,206.0,96.0,51.0,12.0,703.0
918,203903,Jordan Clarkson,6-4,194,Guard,Jazz,2015-16,475.0,1098.0,111.0,164.0,204.0,313.0,192.0,135.0,88.0,7.0,1225.0
919,203903,Jordan Clarkson,6-4,194,Guard,Jazz,2016-17,477.0,1071.0,117.0,134.0,168.0,246.0,213.0,164.0,88.0,8.0,1205.0
920,203903,Jordan Clarkson,6-4,194,Guard,Jazz,2017-18,430.0,954.0,112.0,152.0,190.0,217.0,221.0,127.0,58.0,6.0,1124.0
921,203903,Jordan Clarkson,6-4,194,Guard,Jazz,2018-19,529.0,1180.0,144.0,162.0,192.0,270.0,196.0,135.0,57.0,13.0,1364.0
922,203903,Jordan Clarkson,6-4,194,Guard,Jazz,2019-20,394.0,867.0,152.0,138.0,165.0,187.0,136.0,97.0,46.0,16.0,1078.0
95,203903,Jordan Clarkson,6-4,194,Guard,Jazz,2020-21,304.0,669.0,69.0,143.0,175.0,179.0,209.0,92.0,42.0,9.0,820.0
1956,1629162,Jordan McLaughlin,5-11,185,Guard,Timberwolves,2019-20,87.0,178.0,29.0,26.0,39.0,49.0,125.0,31.0,34.0,4.0,229.0
309,1629162,Jordan McLaughlin,5-11,185,Guard,Timberwolves,2020-21,251.0,578.0,79.0,116.0,144.0,185.0,202.0,96.0,54.0,16.0,697.0
1964,203895,Jordan McRae,6-5,179,Guard,Pistons,2015-16,34.0,78.0,10.0,21.0,28.0,20.0,25.0,15.0,3.0,1.0,99.0
1965,203895,Jordan McRae,6-5,179,Guard,Pistons,2016-17,58.0,150.0,18.0,27.0,34.0,41.0,19.0,14.0,8.0,6.0,161.0
1966,203895,Jordan McRae,6-5,179,Guard,Pistons,2018-19,61.0,130.0,10.0,28.0,35.0,40.0,30.0,15.0,13.0,7.0,160.0
1967,203895,Jordan McRae,6-5,179,Guard,Pistons,2019-20,149.0,366.0,45.0,83.0,109.0,124.0,93.0,43.0,21.0,16.0,426.0
311,203895,Jordan McRae,6-5,179,Guard,Pistons,2020-21,159.0,399.0,50.0,86.0,113.0,133.0,91.0,43.0,22.0,18.0,453.0
2228,1629673,Jordan Poole,6-4,194,Guard,Warriors,2019-20,167.0,502.0,74.0,95.0,119.0,118.0,134.0,74.0,35.0,10.0,503.0
376,1629673,Jordan Poole,6-4,194,Guard,Warriors,2020-21,217.0,503.0,69.0,96.0,120.0,161.0,169.0,83.0,47.0,14.0,598.0
1289,1627982,Josh Gray,6-0,180,Guard,Pelicans,2017-18,11.0,41.0,3.0,7.0,11.0,10.0,12.0,7.0,8.0,2.0,32.0
1290,1627982,Josh Gray,6-0,180,Guard,Pelicans,2019-20,1.0,2.0,0.0,0.0,0.0,2.0,2.0,5.0,0.0,0.0,2.0
172,1627982,Josh Gray,6-0,180,Guard,Pelicans,2020-21,29.0,111.0,8.0,20.0,31.0,24.0,30.0,11.0,22.0,6.0,86.0
1394,1628404,Josh Hart,6-5,215,Guard,Pelicans,2017-18,176.0,375.0,78.0,66.0,94.0,263.0,80.0,47.0,47.0,16.0,496.0
1395,1628404,Josh Hart,6-5,215,Guard,Pelicans,2018-19,189.0,464.0,92.0,55.0,80.0,248.0,93.0,58.0,64.0,40.0,525.0
1396,1628404,Josh Hart,6-5,215,Guard,Pelicans,2019-20,225.0,532.0,121.0,85.0,115.0,425.0,108.0,75.0,63.0,23.0,656.0
192,1628404,Josh Hart,6-5,215,Guard,Pelicans,2020-21,133.0,257.0,41.0,42.0,67.0,96.0,58.0,24.0,38.0,19.0,350.0
1587,1628367,Josh Jackson,6-8,207,Guard-Forward,Grizzlies,2017-18,389.0,932.0,57.0,177.0,279.0,351.0,119.0,146.0,80.0,35.0,1012.0
1588,1628367,Josh Jackson,6-8,207,Guard-Forward,Grizzlies,2018-19,347.0,841.0,73.0,143.0,213.0,347.0,183.0,173.0,74.0,56.0,910.0
