,PERSON_ID,PLAYER_AGE,SEASON_ID,GP,W,L,W_PCT,MIN,PLUS_MINUS,DD2,TD3,HEIGHT,WEIGHT,SEASON_EXP,POSITION,FGM,FGA,FG3M,FTM,FTA,REB,AST,TOV,STL,BLK,PTS
0,200746,25.0,2010-11,81,48,33,0.593,3211.421667,286,36,0,6-11,250,14,Center-Forward,707,1415,4,351,444,709,170,153,82,94,1769
1,200746,26.0,2011-12,55,26,29,0.473,1994.385,146,13,0,6-11,250,14,Center-Forward,483,943,2,223,274,442,134,111,51,45,1191
2,200746,27.0,2012-13,74,32,42,0.43200000000000005,2789.92,-24,38,0,6-11,250,14,Center-Forward,638,1318,2,282,348,670,192,143,62,91,1560
3,200746,28.0,2013-14,69,46,23,0.667,2498.8916670000003,368,40,0,6-11,250,14,Center-Forward,652,1423,3,296,360,765,178,123,63,68,1603
4,200746,29.0,2014-15,71,48,23,0.6759999999999999,2511.5883329999997,338,39,0,6-11,250,14,Center-Forward,659,1415,37,306,362,726,124,122,48,68,1661
5,200746,30.0,2015-16,74,61,13,0.8240000000000001,2260.86,508,26,0,6-11,250,14,Center-Forward,536,1045,0,259,302,632,110,99,38,81,1331
6,200746,31.0,2016-17,72,52,20,0.722,2335.011667,272,18,0,6-11,250,14,Center-Forward,500,1049,23,220,271,523,139,98,46,88,1243
7,200746,32.0,2017-18,75,45,30,0.6,2508.618333,281,27,0,6-11,250,14,Center-Forward,687,1347,27,334,399,635,152,111,43,90,1735
8,200746,33.0,2018-19,81,48,33,0.593,2686.65,90,32,0,6-11,250,14,Center-Forward,684,1319,10,349,412,744,194,144,43,107,1727
9,200746,34.0,2019-20,53,23,30,0.434,1753.9383329999998,-129,14,0,6-11,250,14,Center-Forward,391,793,61,158,191,392,129,74,36,87,1001
10,202329,20.0,2010-11,81,31,50,0.38299999999999995,1451.835,-184,0,0,6-8,220,10,Forward,160,406,45,92,119,267,60,103,59,25,457
11,202329,21.0,2011-12,66,21,45,0.318,1477.043333,-34,2,0,6-8,220,10,Forward,150,365,13,86,114,308,66,91,59,34,399
12,202329,22.0,2012-13,76,25,51,0.32899999999999996,2066.103333,-76,10,0,6-8,220,10,Forward,225,474,4,101,137,585,103,116,92,51,555
13,202329,23.0,2013-14,80,33,47,0.413,2045.4266670000002,-254,5,0,6-8,220,10,Forward,234,494,13,91,137,496,114,88,82,38,572
14,202329,24.0,2014-15,74,45,29,0.608,1365.788333,105,4,0,6-8,220,10,Forward,147,357,34,84,118,342,59,55,70,62,412
15,202329,25.0,2015-16,82,44,38,0.537,2340.888333,59,8,0,6-8,220,10,Forward,299,719,126,115,156,499,138,120,72,53,839
16,202329,26.0,2016-17,61,33,28,0.541,1772.9183329999998,22,4,0,6-8,220,10,Forward,183,466,70,96,136,451,99,94,60,44,532
17,202329,27.0,2017-18,69,40,29,0.58,2072.171667,220,9,0,6-8,220,10,Forward,230,582,125,59,80,525,84,79,79,40,644
18,202329,28.0,2018-19,81,52,29,0.642,2291.698333,384,12,0,6-8,220,10,Forward,257,593,96,150,173,610,104,72,68,33,760
19,202329,29.0,2019-20,18,7,11,0.389,380.0783333,-35,1,0,6-8,220,10,Forward,25,86,9,19,29,87,21,17,18,8,78
20,2546,27.0,2010-11,77,43,34,0.5579999999999999,2751.25,187,18,0,6-8,238,17,Forward,684,1503,95,507,605,563,221,206,68,46,1970
21,2546,27.0,2010-11,77,43,34,0.5579999999999999,2751.25,187,18,0,6-8,238,17,Forward,684,1503,95,507,605,563,221,206,68,46,1970
22,2546,27.0,2010-11,77,43,34,0.5579999999999999,2751.25,187,18,0,6-8,238,17,Forward,684,1503,95,507,605,563,221,206,68,46,1970
23,2546,28.0,2011-12,55,29,26,0.527,1876.1816670000003,108,8,1,6-8,238,17,Forward,441,1025,68,295,367,344,200,144,62,24,1245
24,2546,29.0,2012-13,67,47,20,0.701,2481.853333,308,10,0,6-8,238,17,Forward,669,1489,157,425,512,460,171,175,52,32,1920
25,2546,30.0,2013-14,77,35,42,0.455,2981.731667,104,22,0,6-8,238,17,Forward,743,1643,167,459,541,622,242,198,95,51,2112
26,2546,31.0,2014-15,40,10,30,0.25,1427.625,-108,5,0,6-8,238,17,Forward,358,806,61,189,237,264,122,89,40,17,966
27,2546,32.0,2015-16,72,32,40,0.444,2529.8,-43,22,0,6-8,238,17,Forward,567,1307,105,334,403,556,299,176,62,38,1573
28,2546,33.0,2016-17,74,29,45,0.392,2538.08,-233,7,0,6-8,238,17,Forward,602,1389,151,304,365,438,213,153,60,34,1659
29,2546,34.0,2017-18,78,46,32,0.59,2501.14,271,6,0,6-8,238,17,Forward,472,1168,169,148,193,453,103,99,47,49,1261
30,2546,35.0,2018-19,10,4,6,0.4,294.1416667,-63,0,0,6-8,238,17,Forward,49,121,21,15,22,54,5,8,4,7,134
31,2546,36.0,2019-20,58,28,30,0.483,1902.046667,19,5,0,6-8,238,17,Forward,336,782,87,136,161,368,85,100,49,27,895
32,2772,25.0,2010-11,75,43,32,0.573,2599.848333,9,3,0,6-8,215,16,Forward,303,762,82,138,197,408,162,118,120,31,826
33,2772,27.0,2011-12,41,12,29,0.293,1350.051667,-172,0,0,6-8,215,16,Forward,168,403,29,79,102,215,135,76,69,25,444
34,2772,28.0,2012-13,56,25,31,0.446,1470.705,-46,2,0,6-8,215,16,Forward,188,451,76,78,95,266,113,84,72,20,530
35,2772,28.0,2013-14,77,41,36,0.532,2722.54,196,11,0,6-8,215,16,Forward,389,853,180,149,193,475,191,132,126,20,1107
36,2772,29.0,2014-15,82,56,26,0.6829999999999999,2930.12,230,3,0,6-8,215,16,Forward,366,910,194,122,143,459,209,141,152,17,1048
37,2772,31.0,2015-16,81,40,41,0.494,2859.1216670000003,40,1,0,6-8,215,16,Forward,357,859,185,126,161,366,188,113,160,26,1025
38,2772,32.0,2016-17,80,53,27,0.6629999999999999,2772.61,366,3,0,6-8,215,16,Forward,326,798,191,93,126,458,175,73,147,20,936
39,2772,33.0,2017-18,67,51,16,0.7609999999999999,2269.2016670000003,373,1,0,6-8,215,16,Forward,268,651,170,76,89,294,105,52,98,13,782
40,2772,33.0,2018-19,69,22,47,0.319,2348.8666670000002,-332,5,0,6-8,215,16,Forward,294,736,145,130,164,371,252,106,91,21,863
41,2772,33.0,2018-19,69,22,47,0.319,2348.8666670000002,-332,5,0,6-8,215,16,Forward,294,736,145,130,164,371,252,106,91,21,863
42,2772,33.0,2018-19,69,22,47,0.319,2348.8666670000002,-332,5,0,6-8,215,16,Forward,294,736,145,130,164,371,252,106,91,21,863
43,2772,35.0,2019-20,53,22,31,0.415,1492.275,-10,0,0,6-8,215,16,Forward,142,324,77,62,74,246,91,56,69,15,423
44,2772,35.0,2019-20,53,22,31,0.415,1492.275,-10,0,0,6-8,215,16,Forward,142,324,77,62,74,246,91,56,69,15,423
45,2772,35.0,2019-20,53,22,31,0.415,1492.275,-10,0,0,6-8,215,16,Forward,142,324,77,62,74,246,91,56,69,15,423
46,201571,23.0,2010-11,82,34,48,0.415,2757.095,-256,7,0,5-11,183,12,Guard,399,958,111,269,297,225,498,155,54,3,1178
47,201571,24.0,2011-12,48,7,41,0.146,1408.351667,-404,6,0,5-11,183,12,Guard,183,487,61,105,120,109,307,110,36,1,532
48,201571,25.0,2012-13,76,45,31,0.5920000000000001,1226.386667,-37,0,0,5-11,183,12,Guard,103,294,67,83,99,91,170,68,34,3,356
49,201571,26.0,2013-14,71,44,27,0.62,1938.6433329999998,61,2,0,5-11,183,12,Guard,298,718,133,201,227,130,313,125,53,3,930
50,201571,26.0,2013-14,71,44,27,0.62,1938.6433329999998,61,2,0,5-11,183,12,Guard,298,718,133,201,227,130,313,125,53,3,930
51,201571,26.0,2013-14,71,44,27,0.62,1938.6433329999998,61,2,0,5-11,183,12,Guard,298,718,133,201,227,130,313,125,53,3,930
52,201571,27.0,2014-15,82,37,45,0.451,1963.785,-72,4,0,5-11,183,12,Guard,258,647,83,178,205,161,353,145,49,3,777
53,201571,27.0,2014-15,82,37,45,0.451,1963.785,-72,4,0,5-11,183,12,Guard,258,647,83,178,205,161,353,145,49,3,777
54,201571,27.0,2014-15,82,37,45,0.451,1963.785,-72,4,0,5-11,183,12,Guard,258,647,83,178,205,161,353,145,49,3,777
55,201571,28.0,2015-16,62,35,27,0.565,1177.623333,-32,2,0,5-11,183,12,Guard,148,350,68,103,128,95,198,84,38,4,467
56,201571,28.0,2015-16,62,35,27,0.565,1177.623333,-32,2,0,5-11,183,12,Guard,148,350,68,103,128,95,198,84,38,4,467
57,201571,28.0,2015-16,62,35,27,0.565,1177.623333,-32,2,0,5-11,183,12,Guard,148,350,68,103,128,95,198,84,38,4,467
58,201571,29.0,2016-17,78,29,49,0.37200000000000005,1538.255,-444,0,0,5-11,183,12,Guard,195,517,95,131,161,117,209,90,31,1,616
59,201571,30.0,2017-18,75,23,52,0.307,1760.0483329999997,-128,2,0,5-11,183,12,Guard,244,540,114,164,189,160,287,123,54,0,766
60,201571,31.0,2018-19,81,42,39,0.519,2268.961667,169,4,0,5-11,183,12,Guard,318,677,131,181,209,203,426,128,52,4,948
61,201571,32.0,2019-20,57,28,29,0.491,1420.415,76,0,0,5-11,183,12,Guard,184,461,70,161,181,122,262,86,34,1,599
62,200826,27.0,2010-11,81,56,25,0.691,1668.966667,156,3,0,5-10,180,14,Guard,285,649,66,133,157,159,317,136,30,1,769
63,200826,28.0,2011-12,41,15,26,0.366,1032.02,-94,7,1,5-10,180,14,Guard,167,418,53,76,98,114,232,103,21,0,463
64,200826,29.0,2012-13,74,29,45,0.392,1712.8333329999998,-63,1,0,5-10,180,14,Guard,316,758,97,105,134,207,294,145,32,0,834
65,200826,30.0,2013-14,79,40,39,0.506,1471.318333,-96,1,0,5-10,180,14,Guard,254,656,73,79,100,154,303,125,26,0,660
66,200826,31.0,2014-15,77,49,28,0.636,1361.685,123,0,0,5-10,180,14,Guard,225,536,54,76,94,134,263,70,33,1,580
67,200826,32.0,2015-16,74,38,36,0.514,1666.908333,-72,2,0,5-10,180,14,Guard,317,711,100,74,96,152,302,113,26,2,808
68,200826,33.0,2016-17,35,11,24,0.314,770.775,10,0,0,5-10,180,14,Guard,142,343,53,44,51,84,193,63,14,1,381
69,200826,34.0,2017-18,69,23,46,0.33299999999999996,1603.261667,18,6,0,5-10,180,14,Guard,303,690,115,80,102,201,434,143,35,3,801
70,200826,35.0,2018-19,38,20,18,0.526,751.8083333,58,3,0,5-10,180,14,Guard,161,385,38,55,78,95,211,72,22,1,415
71,200826,36.0,2019-20,29,15,14,0.517,449.68166669999994,20,0,0,5-10,180,14,Guard,85,207,32,20,22,53,112,38,5,2,222
72,201587,22.0,2010-11,80,47,33,0.588,2521.8466670000003,49,6,0,6-9,230,12,Guard-Forward,367,807,118,138,164,361,123,83,68,49,990
73,201587,23.0,2011-12,59,27,32,0.45799999999999996,1790.9,-59,2,0,6-9,230,12,Guard-Forward,289,641,107,133,159,271,84,90,57,60,818
74,201587,24.0,2012-13,73,32,41,0.43799999999999994,2806.5633329999996,-109,7,2,6-9,230,12,Guard-Forward,352,833,165,178,210,412,360,190,91,83,1047
75,201587,25.0,2013-14,82,54,28,0.659,2955.978333,329,16,2,6-9,230,12,Guard-Forward,381,819,145,163,203,611,420,208,75,57,1070
76,201587,26.0,2014-15,71,43,28,0.606,2380.093333,214,5,0,6-9,230,12,Guard-Forward,240,600,100,84,98,416,341,132,78,40,664
77,201587,27.0,2015-16,70,41,29,0.586,2447.56,211,11,2,6-9,230,12,Guard-Forward,372,873,139,163,192,428,403,205,65,43,1046
78,201587,28.0,2016-17,77,35,42,0.455,2617.248333,69,15,1,6-9,230,12,Guard-Forward,393,975,135,243,284,481,456,194,86,29,1164
79,201587,29.0,2017-18,64,27,37,0.42200000000000004,1980.8233329999998,7,7,2,6-9,230,12,Guard-Forward,270,650,92,108,130,306,349,131,65,23,740
80,201587,30.0,2018-19,75,35,40,0.467,2354.018333,-21,0,0,6-9,230,12,Guard-Forward,253,562,116,77,89,390,247,117,71,43,699
81,201587,31.0,2019-20,22,6,16,0.273,504.98166669999995,-48,0,0,6-9,230,12,Guard-Forward,28,81,14,9,10,100,66,22,17,8,79
82,201158,25.0,2010-11,80,44,36,0.55,1957.161667,85,0,0,6-5,220,13,Guard,302,691,134,98,125,151,92,77,38,6,836
83,201158,26.0,2011-12,66,21,45,0.318,1965.703333,-246,0,0,6-5,220,13,Guard,286,686,107,101,129,172,101,69,48,5,780
84,201158,27.0,2012-13,73,40,33,0.5479999999999999,1881.545,-42,0,0,6-5,220,13,Guard,241,610,79,141,168,140,148,82,44,6,702
85,201158,28.0,2013-14,80,61,19,0.763,2015.825,261,1,0,6-5,220,13,Guard,337,695,126,111,131,226,179,95,50,7,911
86,201158,29.0,2014-15,62,41,21,0.6609999999999999,1388.343333,0,0,0,6-5,220,13,Guard,199,470,86,84,99,157,94,61,31,3,568
87,201158,30.0,2015-16,68,27,41,0.397,1671.681667,-186,0,0,6-5,220,13,Guard,245,635,91,115,138,117,127,80,37,2,696
88,201158,31.0,2016-17,74,34,40,0.45899999999999996,1777.5633329999998,44,1,0,6-5,220,13,Guard,264,615,102,150,168,178,147,70,44,9,780
89,201158,32.0,2017-18,80,39,41,0.488,1946.7316670000002,-28,0,0,6-5,220,13,Guard,337,764,149,148,163,151,148,94,66,12,971
90,201158,32.0,2017-18,80,39,41,0.488,1946.7316670000002,-28,0,0,6-5,220,13,Guard,337,764,149,148,163,151,148,94,66,12,971
91,201158,32.0,2017-18,80,39,41,0.488,1946.7316670000002,-28,0,0,6-5,220,13,Guard,337,764,149,148,163,151,148,94,66,12,971
92,201158,33.0,2018-19,79,46,33,0.5820000000000001,1815.3566670000002,33,1,0,6-5,220,13,Guard,285,690,147,112,124,198,132,72,35,8,829
93,201158,34.0,2019-20,57,27,30,0.474,883.4016667000001,19,0,0,6-5,220,13,Guard,123,314,67,48,58,99,69,19,12,1,361
94,202339,21.0,2010-11,81,32,49,0.395,1840.5333329999999,-219,1,0,6-1,214,10,Guard,206,486,32,99,133,223,289,194,92,26,543
95,202339,22.0,2011-12,40,23,17,0.575,463.56833330000006,24,0,0,6-1,214,10,Guard,49,126,6,28,44,65,66,47,31,14,132
96,202339,23.0,2012-13,76,52,24,0.684,1553.008333,123,2,0,6-1,214,10,Guard,253,568,31,106,134,225,233,137,109,55,643
97,202339,24.0,2013-14,43,28,15,0.6509999999999999,1416.473333,136,4,0,6-1,214,10,Guard,265,556,50,183,237,202,235,143,69,14,763
98,202339,25.0,2014-15,81,39,42,0.48100000000000004,2799.573333,36,13,2,6-1,214,10,Guard,468,1046,88,353,441,423,493,274,127,45,1377
99,202339,26.0,2015-16,31,12,19,0.387,1058.771667,-49,3,0,6-1,214,10,Guard,223,492,48,138,172,125,190,110,63,19,632
100,202339,27.0,2016-17,66,22,44,0.33299999999999996,2176.248333,-183,7,1,6-1,214,10,Guard,449,1034,104,388,458,320,418,224,91,31,1390
101,202339,28.0,2017-18,74,40,34,0.541,2321.613333,121,3,1,6-1,214,10,Guard,468,989,125,252,317,284,370,216,149,42,1313
102,202339,28.0,2017-18,74,40,34,0.541,2321.613333,121,3,1,6-1,214,10,Guard,468,989,125,252,317,284,370,216,149,42,1313
103,202339,28.0,2017-18,74,40,34,0.541,2321.613333,121,3,1,6-1,214,10,Guard,468,989,125,252,317,284,370,216,149,42,1313
104,202339,29.0,2018-19,78,59,19,0.7559999999999999,2271.705,561,8,1,6-1,214,10,Guard,470,971,124,177,236,362,430,165,116,29,1241
105,202339,30.0,2019-20,61,48,13,0.787,1646.283333,433,2,0,6-1,214,10,Guard,334,703,74,169,214,282,328,148,57,26,911
106,202340,20.0,2010-11,31,21,10,0.677,162.49,-56,0,0,6-3,180,10,Guard,23,67,0,6,12,17,12,16,9,0,52
107,202340,21.0,2011-12,64,39,25,0.609,1368.393333,96,0,0,6-3,180,10,Guard,200,402,22,62,78,115,87,75,43,12,484
108,202340,22.0,2012-13,50,27,23,0.54,1434.635,-44,0,0,6-3,180,10,Guard,192,478,40,37,49,111,104,72,64,19,461
109,202340,23.0,2013-14,60,19,41,0.317,1855.095,-127,1,0,6-3,180,10,Guard,361,825,79,90,112,226,85,96,63,11,891
110,202340,24.0,2014-15,77,37,40,0.48100000000000004,2427.546667,-87,1,0,6-3,180,10,Guard,434,1013,124,79,100,241,135,109,82,15,1071
111,202340,25.0,2015-16,76,45,31,0.5920000000000001,2536.123333,215,0,0,6-3,180,10,Guard,456,1019,147,96,123,220,158,109,117,19,1155
112,202340,26.0,2016-17,55,34,21,0.618,1834.49,72,10,0,6-3,180,10,Guard,359,775,108,68,93,334,122,88,68,11,894
113,202340,27.0,2017-18,46,22,24,0.478,1433.07,-122,0,0,6-3,180,10,Guard,259,625,75,63,82,116,94,101,51,8,656
114,202340,27.0,2017-18,46,22,24,0.478,1433.07,-122,0,0,6-3,180,10,Guard,259,625,75,63,82,116,94,101,51,8,656
115,202340,27.0,2017-18,46,22,24,0.478,1433.07,-122,0,0,6-3,180,10,Guard,259,625,75,63,82,116,94,101,51,8,656
116,202340,28.0,2018-19,63,31,32,0.49200000000000005,1905.4483329999998,-82,0,0,6-3,180,10,Guard,248,608,86,43,50,175,152,89,41,16,625
117,202340,28.0,2018-19,63,31,32,0.49200000000000005,1905.4483329999998,-82,0,0,6-3,180,10,Guard,248,608,86,43,50,175,152,89,41,16,625
118,202340,28.0,2018-19,63,31,32,0.49200000000000005,1905.4483329999998,-82,0,0,6-3,180,10,Guard,248,608,86,43,50,175,152,89,41,16,625
119,202340,29.0,2019-20,49,36,13,0.735,1186.465,183,0,0,6-3,180,10,Guard,170,383,63,20,24,115,63,47,43,5,423
120,201960,24.0,2010-11,12,7,5,0.583,50.01333333,7,0,0,6-6,215,11,Forward,4,12,0,2,2,8,4,0,1,1,10
121,201960,24.0,2010-11,12,7,5,0.583,50.01333333,7,0,0,6-6,215,11,Forward,4,12,0,2,2,8,4,0,1,1,10
122,201960,24.0,2010-11,12,7,5,0.583,50.01333333,7,0,0,6-6,215,11,Forward,4,12,0,2,2,8,4,0,1,1,10
123,201960,25.0,2011-12,24,16,8,0.667,348.0016667,-15,0,0,6-6,215,11,Forward,43,105,7,14,16,53,18,11,12,1,107
124,201960,25.0,2011-12,24,16,8,0.667,348.0016667,-15,0,0,6-6,215,11,Forward,43,105,7,14,16,53,18,11,12,1,107
125,201960,25.0,2011-12,24,16,8,0.667,348.0016667,-15,0,0,6-6,215,11,Forward,43,105,7,14,16,53,18,11,12,1,107
126,201960,26.0,2012-13,66,34,32,0.515,1110.811667,117,0,0,6-6,215,11,Forward,149,324,20,75,98,188,61,34,58,24,393
127,201960,27.0,2013-14,73,37,36,0.507,2340.505,100,3,0,6-6,215,11,Forward,302,642,97,109,141,403,134,79,108,21,810
128,201960,28.0,2014-15,70,53,17,0.757,2188.5483329999997,207,3,0,6-6,215,11,Forward,318,653,120,127,181,372,118,75,94,17,883
129,201960,29.0,2015-16,26,16,10,0.615,786.4416667,45,0,0,6-6,215,11,Forward,105,270,46,30,50,122,27,28,44,6,286
130,201960,30.0,2016-17,72,44,28,0.611,1881.3833329999998,114,2,0,6-6,215,11,Forward,220,550,109,89,117,275,74,54,81,27,638
131,201960,31.0,2017-18,73,25,48,0.342,2179.716667,-64,13,0,6-6,215,11,Forward,325,785,145,188,246,479,147,103,59,30,983
132,201960,32.0,2018-19,67,36,31,0.537,1703.4583329999998,49,3,0,6-6,215,11,Forward,227,575,106,184,242,349,85,73,31,10,744
133,201960,33.0,2019-20,24,10,14,0.41700000000000004,289.8666667,-3,0,0,6-6,215,11,Forward,25,66,8,29,42,55,25,17,8,5,87
134,201960,33.0,2019-20,24,10,14,0.41700000000000004,289.8666667,-3,0,0,6-6,215,11,Forward,25,66,8,29,42,55,25,17,8,5,87
135,201960,33.0,2019-20,24,10,14,0.41700000000000004,289.8666667,-3,0,0,6-6,215,11,Forward,25,66,8,29,42,55,25,17,8,5,87
136,1713,34.0,2010-11,73,38,35,0.521,2051.5616670000004,127,2,0,6-6,220,22,Guard-Forward,389,891,116,128,173,275,146,90,67,20,1022
137,1713,34.0,2010-11,73,38,35,0.521,2051.5616670000004,127,2,0,6-6,220,22,Guard-Forward,389,891,116,128,173,275,146,90,67,20,1022
138,1713,34.0,2010-11,73,38,35,0.521,2051.5616670000004,127,2,0,6-6,220,22,Guard-Forward,389,891,116,128,173,275,146,90,67,20,1022
139,1713,35.0,2011-12,61,33,28,0.541,1542.023333,220,1,0,6-6,220,22,Guard-Forward,223,542,74,95,115,205,139,84,56,25,615
140,1713,36.0,2012-13,81,41,40,0.506,2092.75,242,1,0,6-6,220,22,Guard-Forward,372,855,162,182,223,334,194,106,74,44,1088
141,1713,37.0,2013-14,81,49,32,0.605,1972.9566670000002,174,1,0,6-6,220,22,Guard-Forward,330,811,146,161,196,284,212,108,61,35,967
142,1713,38.0,2014-15,66,45,21,0.682,1091.2433330000001,31,0,0,6-6,220,22,Guard-Forward,135,406,69,45,57,133,79,43,43,14,384
143,1713,39.0,2015-16,60,33,27,0.55,1005.353333,-35,0,0,6-6,220,22,Guard-Forward,133,343,59,70,84,146,56,35,38,16,395
144,1713,40.0,2016-17,73,36,37,0.493,1799.56,157,0,0,6-6,220,22,Guard-Forward,193,490,112,88,115,227,133,50,60,36,586
145,1713,41.0,2017-18,58,20,38,0.345,1025.99,-67,0,0,6-6,220,22,Guard-Forward,114,283,57,28,37,148,69,36,42,26,313
146,1713,42.0,2018-19,76,25,51,0.32899999999999996,1330.356667,-179,0,0,6-6,220,22,Guard-Forward,196,468,123,47,66,194,87,48,44,27,562
147,1713,43.0,2019-20,60,19,41,0.317,875.5666667000002,-127,0,0,6-6,220,22,Guard-Forward,107,304,61,23,29,124,48,33,23,25,298
148,2199,28.0,2010-11,74,54,20,0.73,2058.511667,295,18,0,7-0,235,19,Center,266,407,0,216,295,692,32,88,36,80,748
149,2199,29.0,2011-12,62,34,28,0.5479999999999999,2060.551667,125,20,0,7-0,235,19,Center,241,355,0,217,315,612,56,102,56,89,699
150,2199,30.0,2012-13,66,42,24,0.636,2163.53,249,20,0,7-0,235,19,Center,255,400,0,179,258,703,62,87,42,75,689
151,2199,31.0,2013-14,55,24,31,0.436,1661.913333,15,16,0,7-0,235,19,Center,191,322,0,98,155,529,59,71,36,63,480
152,2199,32.0,2014-15,75,47,28,0.627,2285.84,230,31,0,7-0,235,19,Center,293,440,0,185,257,864,84,105,42,91,771
153,2199,33.0,2015-16,66,18,48,0.273,1617.913333,-393,20,0,7-0,235,19,Center,183,314,0,106,171,576,64,93,36,44,472
154,2199,34.0,2016-17,47,15,32,0.319,1297.61,-74,12,0,7-0,235,19,Center,153,228,0,91,124,539,30,65,33,24,397
155,2199,35.0,2017-18,46,15,31,0.326,1150.693333,-244,4,0,7-0,235,19,Center,121,187,0,58,93,418,53,59,16,27,300
156,2199,36.0,2018-19,55,26,29,0.473,874.7566667000001,-36,3,0,7-0,235,19,Center,61,99,0,51,87,307,37,42,21,23,173
157,2199,36.0,2018-19,55,26,29,0.473,874.7566667000001,-36,3,0,7-0,235,19,Center,61,99,0,51,87,307,37,42,21,23,173
158,2199,36.0,2018-19,55,26,29,0.473,874.7566667000001,-36,3,0,7-0,235,19,Center,61,99,0,51,87,307,37,42,21,23,173
159,2199,37.0,2019-20,26,15,11,0.5770000000000001,219.2066667,30,0,0,7-0,235,19,Center,14,18,0,6,13,66,6,8,6,8,34
160,201163,24.0,2010-11,72,41,31,0.569,2400.416667,175,6,0,6-8,235,12,Forward,429,953,112,130,161,408,120,104,48,94,1100
161,201163,24.0,2010-11,72,41,31,0.569,2400.416667,175,6,0,6-8,235,12,Forward,429,953,112,130,161,408,120,104,48,94,1100
162,201163,24.0,2010-11,72,41,31,0.569,2400.416667,175,6,0,6-8,235,12,Forward,429,953,112,130,161,408,120,104,48,94,1100
163,201163,25.0,2011-12,8,4,4,0.5,214.6,-19,1,0,6-8,235,12,Forward,31,79,3,10,12,41,17,18,6,6,75
164,201163,26.0,2012-13,43,33,10,0.767,1079.361667,177,0,0,6-8,235,12,Forward,210,455,52,88,111,218,58,60,45,12,560
165,201163,27.0,2013-14,62,27,35,0.435,1926.72,-174,2,0,6-8,235,12,Forward,307,738,122,110,152,294,114,79,46,31,846
166,201163,28.0,2014-15,78,28,50,0.359,2471.151667,-217,8,0,6-8,235,12,Forward,418,975,139,110,142,475,134,110,58,29,1085
167,201163,30.0,2016-17,71,35,36,0.493,2196.683333,-36,9,0,6-8,235,12,Forward,433,939,110,141,194,460,141,114,51,30,1117
168,201163,31.0,2017-18,74,41,33,0.5539999999999999,2346.2533329999997,56,4,0,6-8,235,12,Forward,281,631,88,88,114,398,159,92,43,39,738
169,201163,32.0,2018-19,51,35,16,0.6859999999999999,1176.328333,107,0,0,6-8,235,12,Forward,114,273,59,18,25,215,82,46,25,21,305
170,201163,32.0,2018-19,51,35,16,0.6859999999999999,1176.328333,107,0,0,6-8,235,12,Forward,114,273,59,18,25,215,82,46,25,21,305
171,201163,32.0,2018-19,51,35,16,0.6859999999999999,1176.328333,107,0,0,6-8,235,12,Forward,114,273,59,18,25,215,82,46,25,21,305
172,201163,33.0,2019-20,35,16,19,0.457,734.11,-120,0,0,6-8,235,12,Forward,74,183,37,20,23,145,39,34,16,12,205
173,201144,23.0,2010-11,81,46,35,0.568,2871.731667,297,7,0,6-1,175,13,Guard,423,953,80,181,247,247,528,176,144,18,1107
174,201144,24.0,2011-12,62,38,24,0.613,2174.0883329999997,260,8,0,6-1,175,13,Guard,296,684,60,136,158,156,404,125,136,11,788
175,201144,25.0,2012-13,80,54,26,0.675,2756.575,506,7,0,6-1,175,13,Guard,414,940,106,234,282,225,487,189,174,24,1168
176,201144,26.0,2013-14,73,46,27,0.63,2445.8783329999997,151,5,0,6-1,175,13,Guard,463,1030,105,225,276,213,441,150,110,13,1256
177,201144,27.0,2014-15,70,47,23,0.6709999999999999,2224.985,216,6,0,6-1,175,13,Guard,393,882,107,214,249,209,375,156,89,14,1107
178,201144,28.0,2015-16,56,33,23,0.589,1760.5116670000002,66,4,0,6-1,175,13,Guard,294,696,78,191,229,164,342,84,67,16,857
179,201144,29.0,2016-17,69,35,34,0.507,2291.863333,188,8,0,6-1,175,13,Guard,464,1009,171,316,368,241,433,156,92,19,1415
180,201144,30.0,2017-18,12,7,5,0.583,373.2383333,-17,0,0,6-1,175,13,Guard,64,168,24,53,66,27,49,18,12,3,205
181,201144,31.0,2018-19,70,30,40,0.429,2341.8,23,10,0,6-1,175,13,Guard,490,1120,155,343,406,239,449,130,94,22,1478
182,201144,32.0,2019-20,47,26,21,0.5529999999999999,1363.273333,73,0,0,6-1,175,13,Guard,232,567,96,115,139,151,208,92,36,5,675
183,201939,23.0,2010-11,74,33,41,0.446,2488.993333,-17,5,0,6-3,185,11,Guard,505,1053,151,212,227,286,432,226,109,20,1373
184,201939,24.0,2011-12,26,13,13,0.5,731.855,79,3,0,6-3,185,11,Guard,145,296,55,38,47,88,138,65,39,8,383
185,201939,25.0,2012-13,78,45,33,0.5770000000000001,2982.555,133,15,0,6-3,185,11,Guard,626,1388,272,262,291,314,539,240,126,12,1786
186,201939,26.0,2013-14,78,50,28,0.6409999999999999,2845.8583329999997,574,28,4,6-3,185,11,Guard,652,1383,261,308,348,334,666,294,128,14,1873
187,201939,27.0,2014-15,80,67,13,0.838,2613.2,919,23,0,6-3,185,11,Guard,653,1341,286,308,337,341,619,249,163,16,1900
188,201939,28.0,2015-16,79,71,8,0.899,2699.975,1022,15,2,6-3,185,11,Guard,805,1598,402,363,400,430,527,262,169,15,2375
